,load,tput
0,0.1,0.09223304032138721
1,0.2,0.16342815158946908
2,0.30000000000000004,0.22932645563175083
3,0.4,0.2684056908285589
4,0.5,0.2913293881815004
5,0.6,0.3199344103824932
6,0.7000000000000001,0.33542229539222224
7,0.8,0.3618559179485481
8,0.9,0.376586610680297
9,1.0,0.34942531800809035
10,1.1,0.3548731554803687
11,1.2000000000000002,0.36175306107972766
12,1.3000000000000003,0.364413591487254
13,1.4000000000000001,0.33874623715858665
14,1.5000000000000002,0.31655021961621543
15,1.6,0.3162341261607023
16,1.7000000000000002,0.2823581496870886
17,1.8000000000000003,0.29116559025534716
18,1.9000000000000001,0.2881425145502975
19,2.0,0.2713197806069286
20,2.1,0.27680690073904257
21,2.2,0.24457668386518083
22,2.3000000000000003,0.21722069790313592
23,2.4000000000000004,0.22375925438339675
24,2.5000000000000004,0.22808500280267782
25,2.6,0.1927766467452961
26,2.7,0.17031568787275547
27,2.8000000000000003,0.1663156667209796
28,2.9000000000000004,0.1411640015745101
29,3.0000000000000004,0.16190759713071584
30,3.1,0.12241111283573844
31,3.2,0.10992905527248206
32,3.3000000000000003,0.1053969692070178
33,3.4000000000000004,0.10491360526547029
34,3.5000000000000004,0.10272206859163382
35,3.6,0.09826129589151049
36,3.7,0.09839711655256538
37,3.8000000000000003,0.07295272447790573
38,3.9000000000000004,0.0740183050420411
39,4.0,0.05938732680448171
40,4.1,0.05066144498127555
41,4.2,0.0653267324331831
42,4.3,0.04828048319429211
43,4.3999999999999995,0.0361448585332214
44,4.5,0.034430315986043535
45,4.6,0.0444737397409342
46,4.7,0.03232568885970683
47,4.8,0.029128728888553314
48,4.9,0.03680669165264801
